"Max_Temperature_F","Mean_Temperature_F","Min_TemperatureF","Max_Dew_Point_F","MeanDew_Point_F","Min_Dewpoint_F","Max_Humidity","Mean_Humidity","Min_Humidity","Max_Sea_Level_Pressure_In","Mean_Sea_Level_Pressure_In","Min_Sea_Level_Pressure_In","Max_Visibility_Miles","Mean_Visibility_Miles","Min_Visibility_Miles","Max_Wind_Speed_MPH","Mean_Wind_Speed_MPH","Max_Gust_Speed_MPH","Precipitation_In","Events","temp_range","date","day_number","total_trips","total_durations","avg_durations"
82,71,61,57,53,49,75,56,38,30,29.95,29.88,10,10,10,10,2,"-",0,NA,21,2015-05-29,229,625,682480.3,1092
75,63,53,49,47,45,77,59,37,29.99,29.94,29.88,10,10,10,10,5,"-",0,NA,22,2015-05-30,230,585,1156960.4,1977.7
75,65,57,52,49,46,77,59,40,29.94,29.85,29.77,10,10,10,10,4,"16",0,NA,18,2015-05-31,231,538,996243.1,1851.8
64,60,57,53,50,47,83,71,56,29.95,29.9,29.79,10,10,5,14,5,"17",0.09,"Rain",7,2015-06-01,232,323,255166,790
66,60,57,52,50,48,81,68,56,30.07,30.02,29.95,10,10,10,12,8,"20",0,NA,9,2015-06-02,233,458,416544.6,909.5
69,62,57,50,48,46,74,62,47,30.08,30.06,30.03,10,10,10,9,5,"-",0,NA,12,2015-06-03,234,459,419171.8,913.2
73,65,57,49,46,44,64,53,39,30.14,30.11,30.08,10,10,10,12,3,"18",0,NA,16,2015-06-04,235,564,537038.5,952.2
80,68,57,51,48,44,70,48,30,30.14,30.08,30.01,10,10,10,12,3,"20",0,NA,23,2015-06-05,236,599,690614.3,1152.9
84,72,59,53,50,46,65,46,29,30.06,30.01,29.96,10,10,10,10,3,"17",0,NA,25,2015-06-06,237,518,968413.8,1869.5
88,74,61,52,50,45,70,43,23,30.04,30.01,29.97,10,10,10,12,4,"-",0,NA,27,2015-06-07,238,474,823515.3,1737.4
86,73,60,54,48,31,75,44,17,30.02,29.97,29.91,10,10,10,10,3,"18",0,NA,26,2015-06-08,239,567,688755.1,1214.7
86,72,61,49,43,30,60,36,17,29.98,29.92,29.85,10,10,10,9,3,"-",0,NA,25,2015-06-09,240,564,726931.5,1288.9
81,68,55,51,48,46,75,51,30,30.02,29.96,29.91,10,10,10,8,5,"-",0,NA,26,2015-06-10,241,521,574194,1102.1
79,66,55,50,48,45,75,55,34,30.15,30.1,30.03,10,10,10,9,5,"20",0,NA,24,2015-06-11,242,611,729659,1194.2
70,64,57,46,44,39,67,52,35,30.2,30.16,30.11,10,10,10,8,5,"-",0,NA,13,2015-06-12,243,559,549869.1,983.7
75,64,52,48,44,37,77,49,24,30.13,30.07,30,10,10,10,8,3,"-",0,NA,23,2015-06-13,244,716,1208592.6,1688
81,69,57,48,45,41,72,44,25,30.05,29.98,29.9,10,10,10,10,3,"17",0,NA,24,2015-06-14,245,507,1106205.1,2181.9
86,72,61,48,45,39,60,38,20,29.96,29.92,29.86,10,10,10,10,3,"-",0,NA,25,2015-06-15,246,605,863690.7,1427.6
73,64,55,49,46,39,75,55,29,30.13,30.08,29.98,10,10,10,10,5,"-",0,NA,18,2015-06-16,247,596,699228.8,1173.2
78,67,57,49,45,35,70,49,23,30.11,30.06,29.99,10,10,10,8,3,"-",0,NA,21,2015-06-17,248,562,643261.1,1144.6
80,70,62,52,46,42,70,46,28,30.05,29.99,29.95,10,10,10,9,3,"-",0,NA,18,2015-06-18,249,605,721111.5,1191.9
75,66,59,55,51,45,81,61,38,30.14,30.11,30.06,10,9,4,10,4,"-",0.07,"Rain",16,2015-06-19,250,501,581792.7,1161.3
77,66,57,47,43,36,62,44,23,30.14,30.06,29.96,10,10,10,10,4,"17",0,NA,20,2015-06-20,251,556,1336198.8,2403.2
81,70,60,49,45,38,64,44,22,30.01,29.93,29.91,10,10,10,9,4,"-",0,NA,21,2015-06-21,252,434,984561.2,2268.6
78,67,57,50,48,45,77,53,33,30.12,30.08,30.03,10,10,10,12,5,"-",0,NA,21,2015-06-22,253,534,612089.7,1146.2
81,68,55,50,45,33,72,47,19,30.17,30.11,30.03,10,10,10,9,2,"-",0,NA,26,2015-06-23,254,514,700577.9,1363
79,72,66,54,51,47,59,47,33,30.1,30.07,30.04,10,10,10,8,2,"-",0,NA,13,2015-06-24,255,567,579123.8,1021.4
88,76,64,57,52,45,73,47,25,30.15,30.11,30.07,10,10,10,9,2,"20",0,NA,24,2015-06-25,256,569,559085.1,982.6
88,76,66,58,57,55,73,51,35,30.11,30.04,29.94,10,10,10,10,5,"21",0,NA,22,2015-06-26,257,561,611922.5,1090.8
91,78,66,56,54,48,68,44,27,30,29.94,29.89,10,10,10,12,3,"21",0,NA,25,2015-06-27,258,458,820518.8,1791.5
82,76,70,59,56,49,61,49,34,30.01,29.94,29.91,10,10,10,8,2,"-",0,"Rain , Thunderstorm",12,2015-06-28,259,404,652781.8,1615.8
88,78,69,61,59,57,75,54,37,30.05,29.97,29.91,10,10,9,10,4,"-",0.01,"Rain",19,2015-06-29,260,539,566332.4,1050.7
88,75,62,59,56,48,82,59,30,30.12,30.07,30,10,10,10,7,4,"-",0,NA,26,2015-06-30,261,548,594224.4,1084.4
89,76,64,56,54,50,68,46,31,30.06,30,29.93,10,10,10,12,4,"20",0,NA,25,2015-07-01,262,531,410896.6,773.8
91,80,68,54,53,50,61,40,26,30.02,29.97,29.91,10,10,10,10,3,"16",0,NA,23,2015-07-02,263,606,634268.3,1046.6
93,80,68,55,53,49,59,40,23,29.96,29.9,29.82,10,10,9,9,4,"-",0,NA,25,2015-07-03,264,630,1068479.5,1696
91,77,63,55,48,36,70,39,15,29.89,29.83,29.76,10,10,10,10,3,"-",0,NA,28,2015-07-04,265,759,1529654,2015.4
91,78,66,54,49,43,61,37,21,29.88,29.82,29.79,10,10,7,10,3,"-",0,NA,25,2015-07-05,266,545,997221.7,1829.8
88,74,63,55,53,48,70,49,27,30.01,29.97,29.91,10,10,10,9,5,"-",0,NA,25,2015-07-06,267,646,789471.3,1222.1
81,70,61,55,53,52,72,58,39,30.07,29.99,29.88,10,10,10,8,6,"-",0,NA,20,2015-07-07,268,581,670676.2,1154.3
86,74,63,56,54,51,72,53,30,29.92,29.83,29.71,10,8,5,8,3,"-",0,NA,23,2015-07-08,269,651,634409.6,974.5
86,73,62,59,57,54,78,60,40,29.78,29.74,29.66,10,10,7,9,3,"-",0,NA,24,2015-07-09,270,659,681835.3,1034.7
73,68,64,56,54,53,73,62,49,29.88,29.85,29.78,10,10,10,13,8,"18",0,NA,9,2015-07-10,271,648,851446,1314
73,68,64,56,54,52,70,60,48,29.98,29.92,29.87,10,10,10,9,6,"-",0,NA,9,2015-07-11,272,524,863618.1,1648.1
82,72,64,57,54,50,75,57,34,30.03,30,29.97,10,10,10,10,6,"17",0,NA,18,2015-07-12,273,550,1051896.6,1912.5
79,72,66,57,55,51,70,58,42,30.09,30.05,30.01,10,10,10,13,4,"-",0,NA,13,2015-07-13,274,681,761416.6,1118.1
82,72,64,51,49,45,60,46,29,30.08,30.03,29.96,10,10,10,9,4,"16",0,NA,18,2015-07-14,275,642,683578.9,1064.8
81,72,63,53,51,49,61,50,35,30.09,30.05,30.01,10,10,10,10,2,"-",0,NA,18,2015-07-15,276,663,762000.5,1149.3
81,72,64,54,50,46,65,49,31,30.15,30.12,30.09,10,10,10,9,4,"-",0,NA,17,2015-07-16,277,666,730129.6,1096.3
82,71,60,52,48,42,70,46,24,30.14,30.07,29.99,10,10,10,12,3,"18",0,NA,22,2015-07-17,278,699,941689.9,1347.2
91,78,66,54,49,41,59,38,17,30.03,29.97,29.9,10,10,10,12,3,"17",0,NA,25,2015-07-18,279,686,1281010.9,1867.4
98,83,69,57,52,48,65,39,19,30,29.96,29.92,10,10,10,13,3,"20",0,NA,29,2015-07-19,280,550,1193679,2170.3
82,74,66,58,54,53,75,57,38,30.07,30.02,29.97,10,10,10,13,8,"21",0,NA,16,2015-07-20,281,499,427658.2,857
75,68,62,56,52,49,78,58,38,30.01,29.97,29.9,10,10,4,9,3,"-",0.13,"Rain",13,2015-07-21,282,546,656122.9,1201.7
77,68,61,52,50,48,70,55,37,29.96,29.92,29.86,10,10,10,10,4,"-",0,NA,16,2015-07-22,283,648,737309.4,1137.8
81,71,62,51,50,48,65,51,32,30.02,29.97,29.91,10,10,10,7,2,"-",0,NA,19,2015-07-23,284,641,756910.6,1180.8
77,67,59,59,53,50,76,60,44,30.1,30.06,30.02,10,10,7,13,6,"24",0.01,"Rain",18,2015-07-24,285,515,563336.8,1093.9
70,66,62,61,54,49,88,67,52,30.08,30.05,30.02,10,10,5,12,4,"16",0.02,"Rain",8,2015-07-25,286,563,1004228.2,1783.7
73,66,60,56,52,49,80,66,45,30.1,30.07,30.04,10,10,4,8,2,"-",0.1,"Rain",13,2015-07-26,287,363,793923.3,2187.1
77,65,55,54,51,45,84,61,34,30.23,30.18,30.11,10,10,6,7,2,"-",0.01,NA,22,2015-07-27,288,611,759037.1,1242.3
82,72,61,53,51,47,72,52,29,30.29,30.23,30.17,10,10,10,9,3,"-",0,NA,21,2015-07-28,289,672,811059.3,1206.9
89,75,62,55,51,48,75,46,26,30.2,30.14,30.07,10,10,9,10,3,"18",0,NA,27,2015-07-29,290,656,717931.3,1094.4
91,78,66,54,50,44,63,38,21,30.11,30.06,30,10,10,10,9,3,"16",0,NA,25,2015-07-30,291,597,643221,1077.4
93,80,68,52,46,38,55,33,15,30.09,30.03,29.96,10,10,10,9,3,"-",0,NA,25,2015-07-31,292,575,702626.1,1222
91,77,64,51,47,42,56,35,19,30.02,29.96,29.89,10,10,4,12,3,"-",0,NA,27,2015-08-01,293,674,1272044.5,1887.3
90,77,64,55,52,47,67,45,23,29.95,29.91,29.86,10,10,10,8,2,"-",0,NA,26,2015-08-02,294,495,916218.6,1850.9
84,76,68,55,53,51,61,48,37,29.95,29.9,29.87,10,10,9,12,2,"-",0,NA,16,2015-08-03,295,636,754414.9,1186.2
81,70,61,56,52,48,78,57,34,30.02,29.99,29.94,10,10,10,10,5,"-",0,NA,20,2015-08-04,296,613,720789.3,1175.8
75,65,57,53,51,50,75,61,44,30.1,30.07,30.02,10,10,10,8,3,"18",0,NA,18,2015-08-05,297,621,661725.7,1065.6
79,70,62,52,50,47,70,52,34,30.14,30.09,30.02,10,10,10,8,4,"-",0,NA,17,2015-08-06,298,635,756368.9,1191.1
84,72,62,57,52,47,70,52,28,30.02,29.94,29.85,10,10,10,8,2,"-",0,NA,22,2015-08-07,299,640,809884.9,1265.4
80,70,62,59,57,55,84,67,45,29.96,29.89,29.87,10,10,10,13,5,"20",0,NA,18,2015-08-08,300,566,816560.1,1442.7
84,72,61,56,52,47,78,53,28,30.01,29.96,29.9,10,10,10,12,5,"-",0,NA,23,2015-08-09,301,600,1197728.8,1996.2
84,75,66,57,52,49,73,47,29,29.96,29.92,29.87,10,10,10,12,3,"-",0,"Rain",18,2015-08-10,302,588,713894.4,1214.1
87,76,66,55,54,50,68,47,30,29.98,29.93,29.86,10,10,10,10,3,"-",0,NA,21,2015-08-11,303,597,584948.1,979.8
84,75,66,61,56,54,65,52,35,29.99,29.94,29.9,10,10,7,7,2,"-",0.04,"Rain , Thunderstorm",18,2015-08-12,304,604,728519.1,1206.2
84,74,63,59,57,54,81,60,39,30.05,29.99,29.9,10,10,10,10,6,"-",0,NA,21,2015-08-13,305,632,793014.9,1254.8
68,65,62,57,56,54,84,75,65,30.15,30.01,29.92,10,8,4,14,7,"26",0.57,"Rain , Thunderstorm",6,2015-08-14,306,347,329436.3,949.4
72,66,60,55,53,50,78,65,49,30.25,30.22,30.16,10,10,10,12,7,"-",0,NA,12,2015-08-15,307,550,715047.9,1300.1
78,68,60,53,52,50,75,58,39,30.27,30.21,30.14,10,10,10,12,3,"16",0,NA,18,2015-08-16,308,557,980554.4,1760.4
81,70,60,55,52,47,78,53,30,30.15,30.1,30.04,10,10,10,12,2,"18",0,NA,21,2015-08-17,309,580,605170.9,1043.4
84,74,64,57,55,54,70,53,37,30.06,30,29.91,10,10,10,10,3,"20",0,NA,20,2015-08-18,310,598,715231.7,1196
91,78,64,57,54,48,75,49,23,29.93,29.88,29.79,10,10,10,7,2,"-",0,NA,27,2015-08-19,311,638,718907.7,1126.8
75,68,61,57,53,48,82,64,38,29.97,29.92,29.87,10,9,2,10,7,"18",0,NA,14,2015-08-20,312,515,532416.6,1033.8
75,66,60,51,49,44,68,56,35,30.07,29.98,29.91,10,10,10,9,6,"-",0,NA,15,2015-08-21,313,619,729927.7,1179.2
79,68,57,52,49,46,75,55,32,30.12,30.05,29.96,10,10,10,7,2,"-",0,NA,22,2015-08-22,314,509,991845.4,1948.6
82,70,59,53,49,44,72,49,27,29.98,29.95,29.91,10,8,3,6,1,"-",0,NA,23,2015-08-23,315,430,850892.7,1978.8
77,66,57,50,48,43,74,51,38,30.07,30.03,29.99,10,10,10,10,4,"-",0,NA,20,2015-08-24,316,629,622079.3,989
78,68,57,49,45,39,65,45,25,30.11,30.05,29.99,10,10,10,12,2,"17",0,NA,21,2015-08-25,317,518,569025.7,1098.5
84,71,60,51,46,40,67,44,23,30.04,29.99,29.95,10,10,10,6,1,"-",0,NA,24,2015-08-26,318,560,562043.3,1003.6
87,74,62,52,48,39,63,41,22,30.09,30.02,29.94,10,10,10,8,3,"-",0,NA,25,2015-08-27,319,583,726757.6,1246.6
75,70,64,58,54,42,78,56,32,30.01,29.9,29.68,10,10,10,13,6,"18",0.01,"Rain",11,2015-08-28,320,496,514581.9,1037.5
75,66,60,60,56,50,96,70,44,29.78,29.67,29.5,10,8,3,23,8,"39",0.18,"Rain",15,2015-08-29,321,274,355331.3,1296.8
72,65,59,60,55,50,100,75,51,30,29.9,29.75,10,9,3,13,8,"18",0.24,"Rain",13,2015-08-30,322,330,532408.1,1613.4
68,66,64,58,53,49,78,64,54,29.99,29.95,29.9,10,10,10,15,11,"25",0.06,"Rain",4,2015-08-31,323,412,373292.4,906
68,64,62,58,56,53,84,76,63,29.9,29.84,29.78,10,7,1,15,9,"25",0.17,"Rain",6,2015-09-01,324,318,218154.8,686
70,63,57,53,50,46,81,65,44,29.96,29.89,29.78,10,10,10,13,7,"18",0.02,"Rain",13,2015-09-02,325,447,420432.6,940.6
69,60,53,50,47,42,83,65,40,30.03,30,29.96,10,10,10,10,3,"25",0,NA,16,2015-09-03,326,513,491033.6,957.2
66,60,54,49,47,46,80,68,48,30.02,30,29.98,10,10,10,8,2,"-",0,NA,12,2015-09-04,327,439,434972,990.8
69,58,48,52,48,44,86,68,50,30.13,30.09,30.02,10,10,10,14,5,"21",0.06,"Rain",21,2015-09-05,328,302,599497.9,1985.1
63,58,55,54,51,49,88,75,65,30.16,30.12,30.08,10,10,5,10,5,"-",0.19,"Rain",8,2015-09-06,329,344,619479.1,1800.8
73,66,59,54,52,46,83,66,39,30.22,30.18,30.15,10,10,9,10,1,"-",0,NA,14,2015-09-07,330,458,987512.7,2156.1
75,67,59,58,54,50,78,67,55,30.17,30.11,30.06,10,10,8,13,6,"-",0,NA,16,2015-09-08,331,409,324214.9,792.7
78,69,60,57,55,49,83,64,37,30.09,30.07,30.04,10,10,10,8,2,"-",0,NA,18,2015-09-09,332,575,562780.8,978.7
75,68,61,57,56,55,83,67,50,30.12,30.08,30.02,10,10,6,12,3,"16",0.01,NA,14,2015-09-10,333,527,567961.4,1077.7
82,72,62,58,56,54,80,60,42,30.07,30.03,29.96,10,10,10,8,2,"-",0,NA,20,2015-09-11,334,634,763680.1,1204.5
81,71,62,57,55,53,78,60,40,30.04,29.99,29.95,10,10,10,10,2,"16",0,NA,19,2015-09-12,335,514,1093997.7,2128.4
72,66,59,58,53,45,86,69,41,29.99,29.95,29.9,10,8,1,12,4,"-",0.03,"Rain",13,2015-09-13,336,261,441002.2,1689.7
64,58,53,47,45,42,74,61,48,29.89,29.81,29.73,10,10,9,9,7,"-",0,NA,11,2015-09-14,337,421,354459.9,841.9
66,59,52,47,44,42,72,61,42,29.84,29.81,29.78,10,10,10,10,7,"-",0,NA,14,2015-09-15,338,436,408041.6,935.9
70,60,50,55,46,44,83,59,41,29.88,29.84,29.82,10,10,8,8,4,"-",0.04,"Rain",20,2015-09-16,339,476,418136.5,878.4
68,62,57,57,54,51,84,77,65,30.1,29.94,29.83,10,10,3,12,3,"18",0.58,"Rain",11,2015-09-17,340,311,209756.3,674.5
70,64,57,55,52,50,82,67,51,30.13,30.09,30.04,10,10,10,9,5,"-",0.01,NA,13,2015-09-18,341,494,526057.8,1064.9
73,66,60,59,55,53,78,69,55,30.05,30.01,29.95,10,10,10,14,7,"22",0,NA,13,2015-09-19,342,384,666601.6,1735.9
75,66,57,61,58,51,86,73,55,29.97,29.92,29.87,10,9,2,17,11,"26",0.09,"Rain",18,2015-09-20,343,316,531998.9,1683.5
66,60,55,52,47,41,81,61,40,30.1,30.04,29.98,10,10,10,8,2,"-",0,NA,11,2015-09-21,344,401,366870,914.9
68,57,46,47,43,36,83,60,31,30.04,30.01,29.97,10,10,10,10,2,"-",0,NA,22,2015-09-22,345,463,451539.5,975.2
71,60,48,47,45,42,80,59,39,30.06,30.03,29.99,10,10,10,8,3,"-",0,NA,23,2015-09-23,346,470,379232,806.9
75,64,54,53,50,47,77,59,44,30.04,29.99,29.96,10,10,10,10,3,"16",0,NA,21,2015-09-24,347,547,613128.9,1120.9
63,61,59,54,52,45,82,73,57,30.07,30.04,30.01,10,10,8,10,4,"-",0.03,"Rain",4,2015-09-25,348,385,354011.4,919.5
64,60,55,47,45,39,72,59,43,30.2,30.16,30.08,10,10,10,8,2,"-",0,NA,9,2015-09-26,349,488,872589.6,1788.1
64,55,46,46,44,39,83,65,41,30.22,30.16,30.09,10,10,10,10,3,"20",0,NA,18,2015-09-27,350,319,599380.8,1878.9
69,61,53,50,47,45,77,64,49,30.09,30.01,29.93,10,10,10,9,3,"-",0,NA,16,2015-09-28,351,504,529761.4,1051.1
73,62,53,50,48,45,83,62,40,29.96,29.93,29.89,10,10,10,8,1,"-",0,"Rain",20,2015-09-29,352,533,465313,873
68,60,53,52,50,47,89,76,57,30.04,30,29.95,10,8,3,8,3,"-",0,NA,15,2015-09-30,353,445,391523.6,879.8
70,60,51,54,50,46,90,74,47,30.13,30.04,29.98,10,7,0,7,1,"-",0.01,"Fog",19,2015-10-01,354,449,339762,756.7
62,58,53,52,51,48,89,77,67,30.22,30.17,30.07,10,8,3,13,3,"-",0,NA,9,2015-10-02,355,434,398724.7,918.7
68,62,55,50,45,40,77,58,40,30.09,30.05,30.01,10,10,10,8,5,"-",0,NA,13,2015-10-03,356,372,654017.4,1758.1
72,62,54,48,46,42,80,57,38,30,29.93,29.86,10,10,10,9,3,"-",0,NA,18,2015-10-04,357,462,697315.3,1509.3
73,62,52,50,48,44,77,62,45,29.91,29.88,29.86,10,10,10,7,1,"-",0,NA,21,2015-10-05,358,489,527236.3,1078.2
66,60,54,53,50,47,83,70,51,30.09,30,29.9,10,10,10,13,4,"18",0.01,NA,12,2015-10-06,359,397,289069.6,728.1
62,60,59,57,55,53,87,81,72,30.17,30.12,30.08,10,8,3,9,5,"-",0.38,"Rain",3,2015-10-07,360,253,144844.1,572.5
71,64,59,59,57,55,88,79,63,30.16,30.09,29.97,10,9,4,5,1,"-",0,NA,12,2015-10-08,361,431,324958,754
70,62,55,59,55,50,94,77,63,29.97,29.94,29.9,10,7,0,9,4,"-",0.01,"Fog , Rain",15,2015-10-09,362,370,283867.7,767.2
72,66,60,62,57,51,88,79,57,29.97,29.75,29.57,10,8,3,16,8,"29",0.77,"Rain",12,2015-10-10,363,127,134626.9,1060.1
66,60,54,51,49,46,84,69,50,30.21,30.12,30,10,10,10,10,5,"-",0,NA,12,2015-10-11,364,319,523648,1641.5
68,61,54,61,53,46,94,76,59,30.15,30.1,30.05,10,7,2,12,6,"21",0.34,"Rain",14,2015-10-12,365,393,284544.9,724
63,58,54,54,52,47,88,79,65,30.27,30.22,30.15,10,8,2,9,2,NA,0.07,"Rain",9,2015-10-13,366,416,339144.7,815.3
63,58,53,49,48,46,83,75,60,30.26,30.21,30.12,10,10,7,7,3,NA,0,NA,10,2015-10-14,367,365,360866.4,988.7
68,60,53,50,48,46,86,70,47,30.12,30.04,29.96,10,10,9,7,2,NA,0,NA,15,2015-10-15,368,432,365809.9,846.8
70,60,50,50,47,45,86,67,45,29.97,29.91,29.83,10,10,10,6,1,NA,0.01,NA,20,2015-10-16,369,469,558492.5,1190.8
68,62,57,56,53,50,86,76,61,29.95,29.89,29.84,10,10,8,6,1,NA,0.04,"Rain",11,2015-10-17,370,292,479127.7,1640.8
62,60,59,59,56,54,93,85,77,30.02,29.99,29.95,10,4,1,8,3,NA,0.16,"Rain",3,2015-10-18,371,119,164147.9,1379.4
66,62,57,56,54,53,86,76,63,30.15,30.01,29.94,10,10,5,10,4,NA,0,"Rain",9,2015-10-19,372,366,288337.8,787.8
64,59,52,53,50,46,84,74,50,30.29,30.24,30.18,10,10,9,12,2,NA,0,NA,12,2015-10-20,373,395,315111.5,797.8
64,57,50,53,49,45,93,79,65,30.19,30.15,30.12,10,9,1,9,2,NA,0,NA,14,2015-10-21,374,378,230601.1,610.1
62,55,48,49,46,42,93,74,50,30.29,30.26,30.19,10,8,0,8,1,NA,0.01,"Fog",14,2015-10-22,375,393,324456.5,825.6
59,52,48,47,45,43,83,74,60,30.25,30.16,30.04,10,9,3,7,2,NA,0,"Fog",11,2015-10-23,376,358,230476.4,643.8
60,55,51,47,46,45,83,77,64,30.04,29.96,29.87,10,8,5,8,2,NA,0.01,"Rain",9,2015-10-24,377,204,254037.4,1245.3
66,57,50,54,49,46,90,77,54,29.86,29.73,29.65,10,9,2,14,4,"29",0.35,"Rain",16,2015-10-25,378,202,254212.1,1258.5
57,55,53,54,51,48,93,83,72,30.05,29.97,29.82,10,7,2,14,11,"21",0.09,"Rain",4,2015-10-26,379,260,161091.8,619.6
60,54,48,50,48,46,90,79,67,30.05,29.99,29.93,10,10,3,12,2,NA,0.01,NA,12,2015-10-27,380,391,257402.5,658.3
59,56,54,54,51,47,89,80,72,29.99,29.95,29.9,10,9,2,12,3,NA,0.1,"Rain",5,2015-10-28,381,323,193226.7,598.2
62,60,57,54,52,50,83,77,69,30.06,30.02,29.96,10,10,10,13,7,NA,0.02,"Rain",5,2015-10-29,382,362,242922,671.1
66,60,55,59,53,50,97,78,63,29.96,29.76,29.65,10,9,3,17,11,"32",0.36,"Rain",11,2015-10-30,383,302,262733,870
63,59,55,58,54,49,94,82,75,29.71,29.65,29.57,10,8,2,21,11,"34",0.99,"Rain",8,2015-10-31,384,82,82237.2,1002.9
57,54,52,52,48,45,87,77,69,29.84,29.76,29.65,10,10,5,18,13,"29",0.5,"Rain",5,2015-11-01,385,124,147923.8,1192.9
55,50,45,47,44,40,82,73,63,30.01,29.93,29.86,10,10,4,7,3,NA,0.07,"Rain",10,2015-11-02,386,285,205594,721.4
53,47,41,43,41,37,89,77,61,30.17,30.08,29.99,10,10,6,12,2,NA,0.07,"Rain",12,2015-11-03,387,341,190555.4,558.8
53,45,37,41,38,34,86,73,55,30.2,30.17,30.14,10,10,9,8,5,NA,0,NA,16,2015-11-04,388,333,227322.6,682.7
55,52,48,47,45,42,87,78,64,30.31,30.18,30.12,10,10,6,8,5,NA,0.01,"Rain",7,2015-11-05,389,338,225825.7,668.1
63,56,50,49,46,45,86,76,58,30.32,30.26,30.1,10,8,3,10,5,NA,0.01,"Rain",13,2015-11-06,390,317,272208.3,858.7
55,54,52,52,49,46,88,81,72,30.07,29.91,29.81,10,8,2,12,5,"18",0.49,"Rain",3,2015-11-07,391,68,50731.5,746.1
55,52,48,47,45,43,86,79,67,29.85,29.83,29.79,10,9,3,7,4,NA,0.38,"Rain",7,2015-11-08,392,114,123230.1,1081
52,48,43,46,44,39,87,82,74,30.16,29.96,29.84,10,9,4,8,1,NA,0.16,"Rain",9,2015-11-09,393,281,191221.8,680.5
54,46,39,45,41,37,93,79,61,30.27,30.2,30.04,10,6,0,16,6,"28",0.06,"Fog-Rain",15,2015-11-10,394,335,196032.9,585.2
55,50,43,48,40,37,89,70,55,30.36,30.26,30.05,10,10,10,15,8,"31",0.05,"Rain",12,2015-11-11,395,322,289014.2,897.6
54,48,43,50,41,34,100,74,55,30.36,30.13,29.89,10,8,2,28,9,"36",0.24,"Rain",11,2015-11-12,396,264,159144,602.8
60,56,51,55,52,46,94,86,72,29.88,29.84,29.81,10,6,1,24,15,"38",1.31,"Rain",9,2015-11-13,397,212,125039.9,589.8
51,48,46,46,43,41,86,82,80,29.82,29.72,29.54,10,6,3,8,3,NA,1.64,"Rain",5,2015-11-14,398,37,34236.6,925.3
48,44,37,41,37,34,86,77,61,30.07,29.74,29.53,10,8,3,12,5,"21",0.75,"Rain",11,2015-11-15,399,133,138491.9,1041.3
52,44,36,46,38,31,89,79,64,30.15,30.02,29.85,10,10,9,15,7,"24",0.09,"Rain",16,2015-11-16,400,220,107530.9,488.8
61,54,46,57,49,37,88,81,66,30.01,29.76,29.5,10,8,2,23,12,"38",0.74,"Rain",15,2015-11-17,401,203,100699.6,496.1
51,45,39,42,38,35,83,70,61,30.28,30.22,30.05,10,10,9,9,5,NA,0.03,"Rain",12,2015-11-18,402,283,164724.8,582.1
50,44,37,44,37,31,97,74,50,30.43,30.21,30.1,10,10,10,12,3,"21",0.08,"Rain",13,2015-11-19,403,298,182604.3,612.8
50,42,35,36,33,30,93,72,48,30.56,30.49,30.43,10,9,4,6,2,NA,0,NA,15,2015-11-20,404,265,192396.5,726
51,44,36,32,29,27,76,60,41,30.42,30.35,30.24,10,10,10,7,2,NA,0,NA,15,2015-11-21,405,134,209829.8,1565.9
50,42,34,34,32,29,82,69,50,30.23,30.09,29.97,10,10,10,6,1,NA,0,NA,16,2015-11-22,406,173,246795.9,1426.6
46,40,33,43,35,28,93,82,66,29.96,29.85,29.73,10,7,4,9,5,NA,0.12,"Rain",13,2015-11-23,407,230,147507.6,641.3
48,44,41,41,32,24,86,63,41,30.14,29.9,29.71,10,8,4,16,6,"28",0.21,"Rain",7,2015-11-24,408,227,151913.6,669.2
48,42,35,31,24,18,76,51,32,30.38,30.28,30.16,10,10,10,7,4,NA,0,NA,13,2015-11-25,409,218,178087.8,816.9
52,41,30,33,29,26,82,65,38,30.47,30.43,30.38,10,10,10,7,2,NA,0,NA,22,2015-11-26,410,111,184783.8,1664.7
48,39,30,32,28,24,85,68,46,30.43,30.39,30.35,10,10,7,8,1,NA,0,NA,18,2015-11-27,411,156,232870.6,1492.8
46,36,26,31,26,21,86,75,50,30.36,30.29,30.22,10,8,2,6,1,NA,0,"Snow",20,2015-11-28,412,203,351633.7,1732.2
39,34,30,34,31,25,93,87,79,30.24,30.21,30.16,3,1,0,7,2,NA,0,"Fog",9,2015-11-29,413,107,139154.8,1300.5
44,36,28,36,29,26,93,81,53,30.17,30.14,30.09,10,4,0,8,3,NA,0.01,"Fog-Rain",16,2015-11-30,414,208,122779.6,590.3
53,47,41,40,35,30,89,69,43,30.19,30.1,29.99,10,9,5,13,3,NA,0.39,"Rain",12,2015-12-01,415,269,181544.4,674.9
53,48,42,41,38,34,89,69,50,30.06,29.96,29.73,10,8,3,14,7,"24",0.06,"Rain",11,2015-12-02,416,256,132660,518.2
57,52,48,47,44,41,90,76,59,29.72,29.54,29.4,10,10,6,14,10,"24",0.52,"Rain",9,2015-12-03,417,253,150331.1,594.2
53,49,45,44,41,37,83,74,64,30.13,29.97,29.74,10,10,4,13,8,"18",0.12,"Rain",8,2015-12-04,418,257,186871.5,727.1
50,47,44,49,42,35,100,83,57,30.1,29.92,29.79,10,9,4,8,5,NA,0.81,"Rain",6,2015-12-05,419,71,54645,769.6
